lat,lng
25.091075,121.5598345
25.067317,121.512775
25.0690923,121.5135504
25.070478,121.512391
25.067729,121.511852
25.06828,121.5149451
25.0660149,121.513936
25.066843,121.514881
25.067178,121.513966
25.0728179,121.5136014
25.066843,121.514881
25.066128,121.5143
25.067822,121.515636
25.0669662,121.5143326
25.066566,121.515059
25.0684709,121.515314
25.0672,121.515022
25.0660601,121.5151194
25.091075,121.5598345
25.0691939,121.5159359
25.069445,121.5138606
25.0684929,121.51402
25.06758,121.514248
25.066595,121.514884
25.066001,121.516183
25.091075,121.5598345
25.068374,121.519434
25.066122,121.519085
25.067124,121.515815
25.0106871,121.4570245
25.091075,121.5598345
25.066149,121.518605
25.0659929,121.516711
25.091075,121.5598345
25.091075,121.5598345
25.066362,121.5186
25.067766,121.51869
25.068165,121.519274
25.091075,121.5598345
25.091075,121.5598345
25.0663849,121.516344
25.091075,121.5598345
25.091075,121.5598345
25.0685098,121.5213838
25.067352,121.517139
25.0686029,121.5158738
25.066781,121.516629
25.065754,121.5181
25.070854,121.512214
25.091075,121.5598345
25.0705755,121.5165412
25.091075,121.5598345
25.070726,121.515985
25.091075,121.5598345
25.069378,121.518684
25.091075,121.5598345
25.069357,121.5139688
25.0685098,121.5213838
25.070621,121.51969
25.070621,121.51969
25.0690839,121.517727
25.068951,121.519546
25.071768,121.516426
25.070006,121.514862
25.071976,121.515652
25.070537,121.519804
25.070537,121.519804
25.091075,121.5598345
25.0705487,121.5138558
25.0705149,121.5159681
25.070002,121.5151441
25.0705487,121.5138558
25.069311,121.515491
25.0721329,121.5186225
25.069115,121.516044
25.069665,121.515018
25.0685098,121.5213838
25.0719179,121.5139899
25.0719179,121.5139899
25.091075,121.5598345
25.06876,121.513993
25.068731,121.515593
25.071876,121.516037
25.0701737,121.5187908
25.069228,121.519593
25.091075,121.5598345
25.0705487,121.5138558
25.0705487,121.5138558
25.073954,121.513573
25.077419,121.510983
25.0849034,121.5088604
25.073981,121.511624
25.073996,121.51287
25.0774099,121.509176
25.091075,121.5598345
25.0731613,121.5115493
25.071986,121.512145
25.073078,121.513588
25.0766259,121.51259
25.076608,121.511266
25.072351,121.512758
25.075969,121.513628
25.0769349,121.511131
25.091075,121.5598345
25.0707119,121.5092827
25.091075,121.5598345
25.0727749,121.512849
25.091075,121.5598345
25.091075,121.5598345
25.0707119,121.5092827
25.0726996,121.5372392
25.0707119,121.5092827
25.091075,121.5598345
25.072944,121.512661
25.068664,121.519033
25.0727179,121.512649
25.091075,121.5598345
25.07222,121.51233
25.0732168,121.5112904
25.076675,121.510746
25.076899,121.512255
25.081,121.499519
25.072049,121.509355
25.075401,121.520454
25.071024,121.51968
25.074878,121.517472
25.075507,121.515775
25.076288,121.514687
25.075282,121.515092
25.07491,121.51433
25.074594,121.517846
25.091075,121.5598345
25.074696,121.515809
25.0749799,121.515923
25.0739564,121.5195638
25.091075,121.5598345
25.074101,121.51903
25.091075,121.5598345
25.074469,121.514115
25.074646,121.514233
25.075485,121.521156
25.074628,121.51458
25.076043,121.516322
25.0764483,121.5157476
25.0705487,121.5138558
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.070238,121.519763
25.0759505,121.5170577
25.0759505,121.5170577
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.075805,121.515819
25.091075,121.5598345
25.091075,121.5598345
25.072226,121.514025
25.0730089,121.5153
25.072857,121.514317
25.0721269,121.515133
25.091075,121.5598345
25.0732589,121.517269
25.0732086,121.5195399
25.0718768,121.5200864
25.074404,121.515638
25.0730321,121.5148612
25.072438,121.518011
25.091075,121.5598345
25.073912,121.518842
25.073657,121.514233
25.073092,121.518283
25.091075,121.5598345
25.073591,121.518488
25.073531,121.515306
25.091075,121.5598345
25.073796,121.517895
25.072492,121.517252
25.0734012,121.5167088
25.0729299,121.514079
25.074668,121.516694
25.0726996,121.5372392
25.072046,121.517124
25.091075,121.5598345
25.0739469,121.514108
25.074204,121.520209
23.024341,120.254954
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.063265,121.510429
25.063265,121.510429
25.091075,121.5598345
25.091075,121.5598345
25.063873,121.508961
25.063873,121.508961
25.064883,121.508863
25.064883,121.508863
25.0656859,121.508986
25.091075,121.5598345
25.091075,121.5598345
25.064179,121.509221
25.0640179,121.510451
25.065456,121.510741
25.0658699,121.510352
25.065382,121.511184
25.091075,121.5598345
25.091075,121.5598345
25.0726996,121.5372392
25.0726996,121.5372392
25.063964,121.511279
25.0648149,121.509319
25.0646839,121.510476
25.065667,121.50962
25.0654469,121.510492
25.064744,121.512133
25.065886,121.510853
25.063546,121.511289
25.0646016,121.511225
25.064986,121.510984
25.064986,121.510984
25.091075,121.5598345
25.065781,121.511175
25.065876,121.511137
25.065862,121.513149
25.065591,121.513459
25.0705487,121.5138558
25.0645239,121.514952
25.064311,121.514712
25.0643469,121.513902
25.0705487,121.5138558
25.063233,121.514099
25.0106871,121.4570245
25.0106871,121.4570245
25.091075,121.5598345
25.091075,121.5598345
25.0705487,121.5138558
25.0705487,121.5138558
25.0705487,121.5138558
25.091075,121.5598345
25.091075,121.5598345
25.0705487,121.5138558
25.066227,121.510906
25.0658591,121.5109208
25.066005,121.509426
25.0660963,121.5090101
25.0660963,121.5090101
25.091075,121.5598345
25.091075,121.5598345
25.067693,121.509157
25.068344,121.509265
25.068388,121.509272
25.068579,121.509811
25.068579,121.509811
25.068276,121.509757
25.068848,121.510623
25.068137,121.510792
25.067265,121.510375
25.091075,121.5598345
25.091075,121.5598345
25.0665761,121.5107143
25.0672399,121.509617
25.068305,121.510592
25.068118,121.510667
25.091075,121.5598345
25.0654379,121.508958
25.0654379,121.508958
25.065604,121.508977
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0503674,121.50914
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.051925,121.510753
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.052545,121.510255
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0533213,121.5089336
25.0590749,121.508831
25.091075,121.5598345
25.0514449,121.511746
25.091075,121.5598345
25.053556,121.507688
25.053253,121.508887
25.053354,121.508412
25.091075,121.5598345
25.091075,121.5598345
25.05306,121.509819
25.0551689,121.5115663
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.052163,121.510653
25.05284,121.511717
25.055373,121.5115541
25.091075,121.5598345
25.091075,121.5598345
25.055286,121.508642
25.091075,121.5598345
25.053802,121.509008
25.086227,121.505585
25.091075,121.5598345
25.055439,121.510974
25.091075,121.5598345
25.0542719,121.5104
25.0536959,121.509957
25.091075,121.5598345
25.054924,121.50997
25.05532,121.509951
25.091075,121.5598345
25.0535453,121.5085853
25.055606,121.509247
25.091075,121.5598345
25.056013,121.508413
25.05683,121.510899
25.0536891,121.5116995
25.055897,121.509879
25.054804,121.508344
25.091075,121.5598345
25.0561981,121.5073776
25.0544844,121.5082463
25.0705487,121.5138558
25.053473,121.512753
25.0555889,121.513364
25.055916,121.512486
25.0705487,121.5138558
25.054357,121.512206
25.091075,121.5598345
25.0507382,121.562478
25.0507382,121.562478
25.0571529,121.51358
25.0726996,121.5372392
25.056281,121.512598
24.9958517,121.537522
25.0705487,121.5138558
25.0542874,121.5136541
25.0542874,121.5136541
25.0551629,121.511892
25.055609,121.512453
25.055275,121.513789
25.0250486,121.4914511
25.055097,121.512929
25.055105,121.512694
25.054436,121.512361
25.056466,121.511705
25.054914,121.51274
25.055575,121.512186
25.091075,121.5598345
25.053385,121.512665
25.053212,121.513253
25.0541616,121.5118686
25.091075,121.5598345
25.0552089,121.513001
25.091075,121.5598345
25.0512735,121.5118891
25.0561969,121.511753
25.058266,121.511975
25.058276,121.513094
25.05915,121.513417
25.091075,121.5598345
25.058606,121.512951
25.0596099,121.51188
25.059126,121.511923
25.091075,121.5598345
25.091075,121.5598345
25.057107,121.513114
25.059018,121.512928
25.0577819,121.512139
25.05996,121.512864
25.0705487,121.5138558
25.059976,121.51187
25.059976,121.51187
25.060585,121.511657
25.058385,121.511602
25.058278,121.513121
25.058066,121.512221
25.060022,121.513332
25.091075,121.5598345
25.0599439,121.51265
25.057736,121.513502
25.0569652,121.5115597
25.0561981,121.5073776
25.0563344,121.6049784
25.057065,121.510892
25.0605369,121.510044
25.0583449,121.509721
25.058182,121.508929
25.05942,121.508704
25.057841,121.509084
25.057718,121.511225
25.0581558,121.5114818
25.05706,121.510503
25.058086,121.510496
25.059735,121.509507
25.059507,121.510598
25.0584099,121.510117
25.058076,121.509623
25.0583249,121.510785
25.058179,121.511039
25.060393,121.50945
25.091075,121.5598345
25.0575129,121.508582
25.0515203,121.4319221
25.054116,121.507081
25.058382,121.508573
25.0741005,121.51149
25.0613828,121.5114493
25.062428,121.509648
25.062428,121.509648
25.091075,121.5598345
25.061741,121.508866
25.0620679,121.509985
25.0620679,121.509985
25.0620679,121.509985
25.061373,121.509347
25.061633,121.508881
25.0904986,121.5012639
25.062288,121.509167
25.091075,121.5598345
25.06218,121.511391
25.091075,121.5598345
25.0628089,121.510466
25.089466,121.508637
25.0705487,121.5138558
25.0705487,121.5138558
25.0619736,121.5111711
25.0625736,121.5102183
25.062729,121.512677
25.06239,121.511145
25.091075,121.5598345
25.091075,121.5598345
25.0634052,121.5093719
25.062739,121.512227
25.062739,121.512227
25.062246,121.509165
25.0561191,121.5168312
25.053825,121.515784
25.054392,121.514691
25.091075,121.5598345
25.055816,121.517763
25.079485,121.5197831
25.056325,121.515094
25.091075,121.5598345
25.055468,121.515227
25.0705487,121.5138558
25.091075,121.5598345
25.054572,121.515762
25.091075,121.5598345
25.056419,121.517651
25.0561191,121.5168312
25.056319,121.515259
25.055595,121.5168
25.055896,121.517093
25.055557,121.514225
25.0547585,121.5164284
25.091075,121.5598345
25.056277,121.51423
25.0567489,121.514804
25.056709,121.515048
25.054069,121.515141
25.0250486,121.4914511
25.055022,121.519392
25.0548859,121.520313
25.0548929,121.5760606
25.0532669,121.520157
25.053812,121.519175
25.091075,121.5598345
25.0536642,121.5182586
25.019028,121.46312
25.055707,121.519291
25.091075,121.5598345
25.056551,121.520416
25.0548716,121.5196075
25.057256,121.518695
25.055775,121.520322
25.091075,121.5598345
25.0787296,121.5211801
25.056739,121.519684
25.056999,121.519283
25.053364,121.51807
25.054099,121.520288
25.091075,121.5598345
25.056315,121.518403
25.0726996,121.5372392
25.0544042,121.5164822
25.051775,121.518447
25.051775,121.518447
25.0527248,121.5173413
25.091075,121.5598345
25.05321,121.516109
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.052558,121.515959
25.0511959,121.517506
25.0726996,121.5372392
25.052264,121.517719
25.0523709,121.518858
25.0523709,121.518858
25.0510592,121.5201586
25.0510592,121.5201586
25.091075,121.5598345
25.091075,121.5598345
25.051222,121.516089
25.0531936,121.515983
25.0510592,121.5201586
25.050939,121.517386
25.091075,121.5598345
25.0548929,121.5760606
25.091075,121.5598345
25.091075,121.5598345
24.9724632,121.3147185
25.052642,121.51595
25.052904,121.5187137
25.049726,121.5197059
25.0515229,121.513708
25.091075,121.5598345
25.0502894,121.5151615
25.050082,121.516491
25.050082,121.516491
25.049808,121.517752
25.091075,121.5598345
25.0501703,121.5199742
25.0506935,121.517734
25.049473,121.514084
25.0498452,121.5150333
25.091075,121.5598345
25.0502724,121.517624
25.0502724,121.517624
25.049779,121.519051
25.0102213,121.4574205
25.091075,121.5598345
25.091075,121.5598345
25.050984,121.516149
25.0498516,121.5196876
25.0726996,121.5372392
25.050615,121.51662
25.091075,121.5598345
25.022006,121.462786
25.091075,121.5598345
25.091075,121.5598345
25.0785564,121.5214755
25.0531429,121.515872
25.053144,121.513695
25.091075,121.5598345
25.091075,121.5598345
25.053596,121.515536
25.0532301,121.5152181
25.052165,121.513763
25.0525919,121.514238
25.0519846,121.5122519
25.050832,121.5124587
25.052367,121.513887
25.053043,121.514503
25.0520189,121.51491
25.0603666,121.450978
25.091075,121.5598345
25.0506415,121.5135032
25.050017,121.512371
25.091075,121.5598345
25.0534849,121.514593
25.0529393,121.5131977
25.091075,121.5598345
25.04941,121.514244
25.0534899,121.514402
25.0512009,121.513348
25.0790791,121.5147436
25.051363,121.512057
25.08538,121.5232737
25.0540832,121.5143132
25.0603666,121.450978
25.091075,121.5598345
25.042124,121.5014
25.042116,121.500814
25.0426399,121.500833
25.043048,121.502366
25.0428039,121.502129
25.091075,121.5598345
25.043388,121.501619
25.041955,121.501624
25.041955,121.501624
25.041677,121.501416
25.0408229,121.501285
25.041129,121.500141
25.0254323,121.4914974
25.040485,121.500403
25.0438391,121.5024206
25.091075,121.5598345
25.041313,121.499454
25.043809,121.501156
25.091075,121.5598345
25.041528,121.50213
25.0406262,121.5020061
25.0402087,121.5010615
25.040283,121.500562
25.0402087,121.5010615
25.0402087,121.5010615
25.040755,121.498813
25.040934,121.50061
25.041747,121.500581
25.042642,121.500565
25.045121,121.507587
25.0414349,121.507514
25.0415999,121.507256
25.039571,121.505883
25.041564,121.502591
25.0430346,121.504831
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.04137,121.503582
25.04084,121.503221
25.091075,121.5598345
25.0409919,121.502331
25.0403429,121.502963
25.0407179,121.507112
25.0404597,121.5032893
25.091075,121.5598345
25.0404597,121.5032893
25.091075,121.5598345
25.03997,121.504138
25.03997,121.504138
25.039768,121.504458
25.0399049,121.506271
25.0402087,121.5010615
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.041285,121.50698
25.091075,121.5598345
25.0404759,121.505379
25.040361,121.504067
25.091075,121.5598345
25.0421179,121.504381
25.0418063,121.5043538
25.042147,121.505307
25.0424044,121.5071346
25.0431747,121.5042328
25.091075,121.5598345
25.043835,121.503589
25.0438689,121.503262
25.091075,121.5598345
25.045814,121.503288
25.042457,121.50551
25.0424145,121.5042848
23.0231681,120.25774
25.0422979,121.505365
25.0426549,121.505095
25.04299,121.506976
25.0416307,121.5044625
25.041789,121.504718
25.0421875,121.5061323
25.042107,121.505367
25.091075,121.5598345
25.0419097,121.5060739
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0428374,121.5049958
25.0438569,121.504507
25.0434867,121.5033486
25.044058,121.503004
25.043562,121.503897
25.091075,121.5598345
25.0423647,121.4991711
25.0423647,121.4991711
25.0423647,121.4991711
25.0423647,121.4991711
25.040126,121.498308
25.040056,121.499954
25.091075,121.5598345
25.0082846,121.5107959
25.091075,121.5598345
25.0399619,121.498979
25.0391793,121.4964294
25.034303,121.490232
25.034303,121.490232
25.038369,121.499278
25.0254323,121.4914974
25.0367879,121.499161
25.091075,121.5598345
25.03719,121.496186
23.0393101,120.263368
25.0382401,121.497656
25.091075,121.5598345
25.0215048,121.4562252
25.037978,121.4978259
25.037379,121.497902
25.034903,121.4930223
25.0366149,121.499169
25.036534,121.499182
25.035082,121.500333
25.091075,121.5598345
25.091075,121.5598345
25.0339347,121.4893634
25.091075,121.5598345
25.0363299,121.495628
25.091075,121.5598345
25.040256,121.500053
25.039977,121.501887
25.0385389,121.501546
25.0382769,121.501576
25.036734,121.501172
25.0365389,121.501282
25.0341654,121.5022551
25.0341654,121.5022551
25.091075,121.5598345
25.038354,121.499903
25.038666,121.49994
25.040037,121.500771
25.0384906,121.5005736
25.0368219,121.500698
25.03945,121.501803
23.6719555,120.1799101
25.038596,121.500138
25.091075,121.5598345
25.037071,121.501327
25.091075,121.5598345
25.0361889,121.500523
25.0361539,121.501078
25.0341654,121.5022551
25.036581,121.500593
25.038104,121.500501
25.040075,121.500231
25.0370699,121.500674
24.998441,121.5148516
25.091075,121.5598345
25.091075,121.5598345
25.0402087,121.5010615
25.039955,121.5021401
25.0402087,121.5010615
25.039836,121.503138
25.0328655,121.4224033
25.0394657,121.504028
25.0402087,121.5010615
25.0402087,121.5010615
25.0386001,121.5038723
25.0390599,121.502033
25.091075,121.5598345
25.0385689,121.5018817
25.0383881,121.5023909
25.038547,121.50238
25.091075,121.5598345
25.0365094,121.5015206
25.0360429,121.5033338
25.091075,121.5598345
25.0353879,121.501359
25.0379618,121.5023835
25.0726996,121.5372392
25.03537,121.502712
25.0354058,121.5034094
25.03971,121.504023
25.0395059,121.505091
25.039587,121.5056329
25.0393249,121.506126
25.039505,121.506144
25.0377427,121.5062901
25.038921,121.505288
25.091075,121.5598345
25.038401,121.504912
25.038131,121.504126
25.0390686,121.5040598
25.038272,121.50485
25.038176,121.506273
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0367005,121.5036971
25.091075,121.5598345
25.0368557,121.5042344
25.035348,121.501945
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.034671,121.499494
25.034379,121.499187
25.091075,121.5598345
25.0603666,121.450978
25.091075,121.5598345
25.03361,121.499502
25.091075,121.5598345
25.0337185,121.5031773
25.0337504,121.5002118
25.0350819,121.500653
25.034149,121.505577
25.034149,121.505577
25.035042,121.501047
25.091075,121.5598345
25.034449,121.50004
25.034042,121.50409
25.0305029,121.4935291
25.0726996,121.5372392
25.0726996,121.5372392
25.034226,121.502755
25.034588,121.503352
25.0338049,121.503236
25.0333234,121.5022221
25.091075,121.5598345
25.0366019,121.504592
25.091075,121.5598345
25.0356089,121.503632
25.03514,121.498968
25.0365969,121.5049013
25.035245,121.504594
25.091075,121.5598345
25.034703,121.50099
25.0335168,121.5053456
25.033852,121.4994798
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0368459,121.505108
25.091075,121.5598345
25.020351,121.493068
25.021874,121.499093
25.021704,121.493732
25.023197,121.4945
25.022443,121.494185
25.022731,121.495611
24.9958581,121.5398126
25.0220029,121.493454
25.020707,121.493806
25.021661,121.494918
25.091075,121.5598345
25.0213369,121.49386
25.021271,121.493658
25.091075,121.5598345
25.0213589,121.495715
25.091075,121.5598345
25.0209044,121.4983191
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.017766,121.495505
25.091075,121.5598345
25.091075,121.5598345
25.019427,121.495279
25.091075,121.5598345
25.01768,121.494851
25.018245,121.495239
25.018557,121.495472
25.018904,121.49636
25.091075,121.5598345
25.017966,121.500264
25.020935,121.498469
25.091075,121.5598345
25.0199339,121.499143
25.091075,121.5598345
25.0199609,121.49779
25.020133,121.497986
25.021022,121.498935
25.091075,121.5598345
25.091075,121.5598345
25.020375,121.499835
25.019336,121.497885
25.020231,121.498428
25.018778,121.494834
25.091075,121.5598345
25.0186929,121.4937031
25.018537,121.494073
25.020434,121.494499
25.020434,121.494499
25.091075,121.5598345
25.091075,121.5598345
25.020519,121.49421
25.019974,121.495479
25.020193,121.494942
25.091075,121.5598345
25.091075,121.5598345
25.019387,121.494233
25.019794,121.493572
25.021979,121.500463
25.091075,121.5598345
25.0242179,121.500409
25.091075,121.5598345
25.062994,121.51654
25.0224734,121.4992645
25.0215079,121.498431
25.0216319,121.500781
25.022624,121.500362
25.02191,121.500733
25.0231229,121.5014299
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.021463,121.496346
25.021925,121.495835
25.0217663,121.4957096
25.023637,121.495594
23.0173495,120.2520543
25.023267,121.496837
25.091075,121.5598345
23.036827,120.269419
25.022623,121.497124
25.022698,121.496483
25.0232819,121.5008689
25.022251,121.497563
25.0496448,121.5934599
25.021937,121.4964072
25.091075,121.5598345
25.025876,121.500534
25.025243,121.496891
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.0247409,121.499229
25.025876,121.500534
25.024025,121.49966
25.0253551,121.5003343
25.02466,121.499054
25.0224999,121.49948
25.0214333,121.4987396
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.091075,121.5598345
25.02369,121.497644
25.0201979,121.497625
23.031638,120.254309
25.091075,121.5598345
25.0231474,121.497884
25.017843,121.494128
25.023148,121.50144
25.02752,121.495635
25.0752752,121.6168172
25.027012,121.497607
25.025661,121.498022
25.026487,121.497643
23.0312161,120.268524
25.0264236,121.4998589
25.026294,121.49971
25.0249654,121.4968705
25.0291678,121.5003688
25.0291678,121.5003688
25.0292039,121.500027
25.0278796,121.5004107
25.0278796,121.5004107
25.025263,121.496869
25.0292039,121.500027
25.026487,121.497643
25.026138,121.500297
25.025477,121.498139
25.025477,121.498139
25.0277209,121.500308
25.0264236,121.4998589
25.027754,121.499908
25.0291112,121.4988141
25.024669,121.494851
25.022093,121.492299
25.0228051,121.4916154
25.023676,121.495313
25.022796,121.492371
25.0223329,121.492847
25.02307,121.492824
25.0229289,121.4928911
25.023494,121.49282
25.023177,121.494106
25.023065,121.493548
25.091075,121.5598345
25.0235659,121.494093
25.024417,121.494357
25.024106,121.493828
25.022377,121.493675
25.023475,121.493311
25.02356,121.495493
24.9958581,121.5398126
25.022554,121.494335
25.028179,121.4956609
25.027747,121.495518
25.027253,121.49568
25.0251,121.495241
25.026789,121.4952109
25.025797,121.496436
25.091075,121.5598345
25.091075,121.5598345
25.026289,121.495051
25.091075,121.5598345
25.091075,121.5598345
23.018197,120.278371
25.0251769,121.496715
25.091075,121.5598345
25.023676,121.495313
25.024797,121.495033
25.026734,121.494341
25.02707,121.495035
25.0275909,121.494286
25.0245629,121.4957045
24.9958581,121.5398126
25.0254819,121.492387
25.024747,121.491589
25.024264,121.491099
25.024264,121.491099
25.0257,121.492798
25.0254459,121.492983
25.02509,121.493091
25.0541019,121.6056054
25.024169,121.492197
25.0242575,121.4922183
25.091075,121.5598345
25.025076,121.494659
25.022931,121.491703
25.091075,121.5598345
25.026133,121.494375
25.0260839,121.494211
25.025876,121.500534
25.091075,121.5598345
25.0247619,121.494761
25.024417,121.494357
25.091075,121.5598345
25.027126,121.493656
25.026768,121.4928341
25.027372,121.49347
25.0283675,121.4914799
25.028413,121.491968
25.091075,121.5598345
25.0275524,121.4926437
25.0278049,121.493789
25.028402,121.493269
25.028402,121.493269
25.0266989,121.491923
25.091075,121.5598345
25.0541019,121.6056054
25.027261,121.493325
25.091075,121.5598345
25.0262102,121.4922587
25.024864,121.490807
25.091075,121.5598345
25.091075,121.5598345
25.0253349,121.491084
25.02603,121.49165
25.0277759,121.490715
25.0277159,121.491085
25.026225,121.491911
25.026428,121.50064
25.026258,121.500988
25.025459,121.501131
25.091075,121.5598345
25.025581,121.501002
25.0318809,121.500782
25.0282019,121.501171
25.028878,121.500885
25.026286,121.502077
25.027354,121.501928
25.0272039,121.501417
25.091075,121.5598345
25.091075,121.5598345
25.027307,121.502056
25.0257659,121.502327
25.027073,121.501297
25.027512,121.500274
25.025983,121.4923711
25.025983,121.4923711
25.028413,121.491968
25.028413,121.491968
25.091075,121.5598345
25.091075,121.5598345
25.027972,121.49535
25.0284544,121.495848
25.0315899,121.49689
25.0319752,121.4962853
25.0311068,121.4958385
25.030075,121.495815
25.0302239,121.496039
25.0315899,121.495187
25.031296,121.495666
25.0288932,121.4958978
25.0288932,121.4958978
25.0288932,121.4958978
25.031093,121.495533
25.031093,121.495533
25.030495,121.495598
25.030215,121.493743
25.0297829,121.494189
25.0298529,121.494284
25.091075,121.5598345
25.091075,121.5598345
25.029912,121.493707
25.091075,121.5598345
25.02917,121.494825
25.0308989,121.495372
25.0326612,121.4980217
25.029536,121.493672
25.0294209,121.494558
23.8278917,120.7083637
25.0303182,121.6353483
25.091075,121.5598345
25.0326612,121.4980217
25.0288949,121.493289
25.0308186,121.4939403
25.0329828,121.496793
25.0326612,121.4980217
25.091075,121.5598345
25.0344179,121.498278
25.091075,121.5598345
25.0343159,121.49728
25.091075,121.5598345
25.034869,121.497614
25.034123,121.497206
25.0334009,121.497065
25.0342239,121.496876
25.034673,121.495828
25.034177,121.49636
25.03389,121.494329
25.034257,121.49438
25.031039,121.494952
25.091075,121.5598345
25.091075,121.5598345
25.032002,121.494669
25.032002,121.494669
25.032492,121.49408
25.032046,121.494034
25.032046,121.494034
25.091075,121.5598345
25.0320829,121.4948756
25.032663,121.49408
25.034901,121.496562
25.035033,121.494321
25.091075,121.5598345
